,precision,recall,f1-score,support
Slight,0.9822222222222222,0.14532644434006575,0.2531914893617021,10645.0
Serious,0.027763755678950026,0.22540983606557377,0.04943820224719101,244.0
Fatal,0.0012253233492171545,0.75,0.0024466494495038738,12.0
accuracy,0.14778460691679662,0.14778460691679662,0.14778460691679662,0.14778460691679662
macro avg,0.3370704337501298,0.3735787601352132,0.10169211368613233,10901.0
weighted avg,0.9597784254491706,0.14778460691679662,0.24835480097211524,10901.0
