,precision,recall,f1-score,support
Slight,0.8929689723882721,0.8789576912300364,0.8859079356114092,3569.0
Serious,0.19423076923076923,0.2167381974248927,0.204868154158215,466.0
Fatal,0.10344827586206896,0.1111111111111111,0.10714285714285715,27.0
accuracy,0.7978828163466273,0.7978828163466273,0.7978828163466273,0.7978828163466273
macro avg,0.3968826724937034,0.4022689999220134,0.3993063156374938,4062.0
weighted avg,0.8075605377556764,0.7978828163466273,0.802601388276146,4062.0
