,precision,recall,f1-score,support
Fatal,0.943,0.984,0.963,11225.0
Serious,0.781,0.815,0.797,11226.0
Slight,0.838,0.764,0.799,11226.0
accuracy,0.854,0.854,0.854,0.854
macro avg,0.854,0.854,0.853,33677.0
weighted avg,0.854,0.854,0.853,33677.0
