,precision,recall,f1-score,support
Assistance,0.819,0.64,0.719,1792.0
Slight,0.705,0.859,0.774,1792.0
accuracy,0.749,0.749,0.749,0.749
macro avg,0.762,0.749,0.746,3584.0
weighted avg,0.762,0.749,0.746,3584.0
