,precision,recall,f1-score,support
Slight,0.829,0.834,0.832,41594.0
Serious,0.818,0.793,0.805,41594.0
Fatal,0.942,0.965,0.953,41594.0
accuracy,0.864,0.864,0.864,0.864
macro avg,0.863,0.864,0.863,124782.0
weighted avg,0.863,0.864,0.863,124782.0
