,precision,recall,f1-score,support
Slight,0.855,0.738,0.793,13963.0
Serious,0.757,0.835,0.794,13962.0
Fatal,0.943,0.974,0.958,13963.0
accuracy,0.849,0.849,0.849,0.849
macro avg,0.852,0.849,0.848,41888.0
weighted avg,0.852,0.849,0.848,41888.0
