,precision,recall,f1-score,support
Assistance,0.816,0.85,0.833,1416.0
Slight,0.843,0.809,0.826,1416.0
accuracy,0.829,0.829,0.829,0.829
macro avg,0.83,0.829,0.829,2832.0
weighted avg,0.83,0.829,0.829,2832.0
