,precision,recall,f1-score,support
Slight,0.856,0.837,0.846,39946.0
Serious,0.832,0.823,0.827,39945.0
Fatal,0.948,0.978,0.963,39946.0
accuracy,0.88,0.88,0.88,0.88
macro avg,0.879,0.88,0.879,119837.0
weighted avg,0.879,0.88,0.879,119837.0
