,precision,recall,f1-score,support
Fatal,0.956,0.99,0.973,11225.0
Serious,0.797,0.83,0.813,11226.0
Slight,0.85,0.785,0.816,11226.0
accuracy,0.868,0.868,0.868,0.868
macro avg,0.868,0.868,0.867,33677.0
weighted avg,0.868,0.868,0.867,33677.0
