,precision,recall,f1-score,support
Slight,0.845,0.747,0.793,32124.0
Serious,0.761,0.804,0.782,32124.0
Fatal,0.924,0.979,0.951,32124.0
accuracy,0.843,0.843,0.843,0.843
macro avg,0.844,0.843,0.842,96372.0
weighted avg,0.844,0.843,0.842,96372.0
