,precision,recall,f1-score,support
Slight,0.819,0.794,0.806,14476.0
Serious,0.806,0.789,0.797,14475.0
Fatal,0.945,0.994,0.969,14476.0
accuracy,0.859,0.859,0.859,0.859
macro avg,0.857,0.859,0.858,43427.0
weighted avg,0.857,0.859,0.858,43427.0
