,precision,recall,f1-score,support
Serious,0.757,0.743,0.75,1056.0
Fatal,0.727,0.729,0.728,1037.0
Slight,0.872,0.886,0.879,1050.0
accuracy,0.786,0.786,0.786,0.786
macro avg,0.785,0.786,0.786,3143.0
weighted avg,0.786,0.786,0.786,3143.0
