,precision,recall,f1-score,support
Serious,0.964,0.991,0.977,10518.0
Fatal,0.788,0.831,0.809,10518.0
Slight,0.844,0.775,0.808,10518.0
accuracy,0.866,0.866,0.866,0.866
macro avg,0.865,0.866,0.865,31554.0
weighted avg,0.865,0.866,0.865,31554.0
