,precision,recall,f1-score,support
Slight,0.844,0.743,0.791,32071.0
Serious,0.754,0.808,0.78,32070.0
Fatal,0.927,0.972,0.949,32070.0
accuracy,0.841,0.841,0.841,0.841
macro avg,0.842,0.841,0.84,96211.0
weighted avg,0.842,0.841,0.84,96211.0
