,precision,recall,f1-score,support
Assistance,0.71,0.652,0.68,1776.0
Slight,0.678,0.734,0.705,1776.0
accuracy,0.693,0.693,0.693,0.693
macro avg,0.694,0.693,0.693,3552.0
weighted avg,0.694,0.693,0.693,3552.0
