,precision,recall,f1-score,support
Assistance,0.917,0.855,0.885,2351.0
Slight,0.864,0.923,0.893,2350.0
accuracy,0.889,0.889,0.889,0.889
macro avg,0.891,0.889,0.889,4701.0
weighted avg,0.891,0.889,0.889,4701.0
