,precision,recall,f1-score,support
Assistance,0.813,0.628,0.708,1788.0
Slight,0.697,0.856,0.768,1788.0
accuracy,0.742,0.742,0.742,0.742
macro avg,0.755,0.742,0.738,3576.0
weighted avg,0.755,0.742,0.738,3576.0
