,precision,recall,f1-score,support
Slight,0.841,0.755,0.796,32181.0
Serious,0.771,0.819,0.794,32181.0
Fatal,0.944,0.981,0.962,32181.0
accuracy,0.852,0.852,0.852,0.852
macro avg,0.852,0.852,0.851,96543.0
weighted avg,0.852,0.852,0.851,96543.0
