,precision,recall,f1-score,support
Fatal,0.95,0.984,0.967,14013.0
Serious,0.775,0.842,0.807,14012.0
Slight,0.856,0.751,0.8,14013.0
accuracy,0.859,0.859,0.859,0.859
macro avg,0.86,0.859,0.858,42038.0
weighted avg,0.86,0.859,0.858,42038.0
