,precision,recall,f1-score,support
Slight,0.835,0.803,0.818,1653.0
Assistance,0.811,0.841,0.826,1659.0
accuracy,0.822,0.822,0.822,0.822
macro avg,0.823,0.822,0.822,3312.0
weighted avg,0.823,0.822,0.822,3312.0
