,precision,recall,f1-score,support
Assistance,0.805,0.807,0.806,1241.0
Slight,0.806,0.805,0.806,1241.0
accuracy,0.806,0.806,0.806,0.806
macro avg,0.806,0.806,0.806,2482.0
weighted avg,0.806,0.806,0.806,2482.0
