,precision,recall,f1-score,support
Assistance,0.857,0.887,0.872,4858.0
Slight,0.883,0.852,0.867,4858.0
accuracy,0.87,0.87,0.87,0.87
macro avg,0.87,0.87,0.87,9716.0
weighted avg,0.87,0.87,0.87,9716.0
