,precision,recall,f1-score,support
Fatal,0.949,0.977,0.963,14013.0
Serious,0.769,0.84,0.803,14012.0
Slight,0.854,0.751,0.799,14013.0
accuracy,0.856,0.856,0.856,0.856
macro avg,0.857,0.856,0.855,42038.0
weighted avg,0.857,0.856,0.855,42038.0
