,precision,recall,f1-score,support
Slight,0.788,0.7,0.741,32124.0
Serious,0.655,0.67,0.663,32124.0
Fatal,0.831,0.905,0.867,32124.0
accuracy,0.758,0.758,0.758,0.758
macro avg,0.758,0.758,0.757,96372.0
weighted avg,0.758,0.758,0.757,96372.0
