,precision,recall,f1-score,support
Slight,0.795,0.677,0.731,32124.0
Serious,0.664,0.622,0.642,32124.0
Fatal,0.768,0.931,0.841,32124.0
accuracy,0.743,0.743,0.743,0.743
macro avg,0.742,0.743,0.738,96372.0
weighted avg,0.742,0.743,0.738,96372.0
