,precision,recall,f1-score,support
Slight,0.79,0.261,0.393,62286.0
Serious,0.451,0.868,0.593,62286.0
Fatal,0.843,0.626,0.718,62285.0
accuracy,0.585,0.585,0.585,0.585
macro avg,0.695,0.585,0.568,186857.0
weighted avg,0.695,0.585,0.568,186857.0
