,precision,recall,f1-score,support
Slight,0.801,0.935,0.863,55964.0
Assistance,0.922,0.768,0.838,55964.0
accuracy,0.851,0.851,0.851,0.851
macro avg,0.861,0.851,0.85,111928.0
weighted avg,0.861,0.851,0.85,111928.0
