,precision,recall,f1-score,support
Slight,0.855,0.36,0.507,64008.0
Serious,0.376,0.946,0.538,64007.0
Fatal,0.99,0.06,0.113,64008.0
accuracy,0.455,0.455,0.455,0.455
macro avg,0.74,0.455,0.386,192023.0
weighted avg,0.74,0.455,0.386,192023.0
