,precision,recall,f1-score,support
Slight,0.638,0.839,0.725,42509.0
Serious,0.623,0.444,0.519,42508.0
Fatal,0.788,0.767,0.777,42509.0
accuracy,0.683,0.683,0.683,0.683
macro avg,0.683,0.683,0.674,127526.0
weighted avg,0.683,0.683,0.674,127526.0
