,precision,recall,f1-score,support
Fatal,0.906,0.789,0.844,14013.0
Serious,0.612,0.718,0.661,14012.0
Slight,0.727,0.694,0.71,14013.0
accuracy,0.734,0.734,0.734,0.734
macro avg,0.748,0.734,0.738,42038.0
weighted avg,0.748,0.734,0.738,42038.0
