,precision,recall,f1-score,support
Serious,0.913,0.753,0.825,1056.0
Fatal,0.753,0.913,0.825,1037.0
Slight,0.927,0.895,0.911,1050.0
accuracy,0.853,0.853,0.853,0.853
macro avg,0.864,0.854,0.854,3143.0
weighted avg,0.865,0.853,0.854,3143.0
