,precision,recall,f1-score,support
Slight,0.817,0.633,0.713,32071.0
Serious,0.605,0.748,0.669,32070.0
Fatal,0.847,0.836,0.841,32070.0
accuracy,0.739,0.739,0.739,0.739
macro avg,0.756,0.739,0.741,96211.0
weighted avg,0.756,0.739,0.741,96211.0
