,precision,recall,f1-score,support
Slight,0.982,0.139,0.243,33927.0
Serious,0.439,0.912,0.593,34034.0
Fatal,0.856,0.668,0.75,34059.0
accuracy,0.573,0.573,0.573,0.573
macro avg,0.759,0.573,0.529,102020.0
weighted avg,0.759,0.573,0.529,102020.0
