,precision,recall,f1-score,support
Slight,0.621,0.788,0.695,42509.0
Serious,0.803,0.403,0.537,42509.0
Fatal,0.742,0.912,0.818,42508.0
accuracy,0.701,0.701,0.701,0.701
macro avg,0.722,0.701,0.683,127526.0
weighted avg,0.722,0.701,0.683,127526.0
