,precision,recall,f1-score,support
Serious,0.835,0.945,0.887,10518.0
Fatal,0.628,0.731,0.676,10518.0
Slight,0.811,0.571,0.67,10518.0
accuracy,0.749,0.749,0.749,0.749
macro avg,0.758,0.749,0.744,31554.0
weighted avg,0.758,0.749,0.744,31554.0
