,precision,recall,f1-score,support
Assistance,0.917,0.956,0.936,2351.0
Slight,0.954,0.914,0.933,2350.0
accuracy,0.935,0.935,0.935,0.935
macro avg,0.935,0.935,0.935,4701.0
weighted avg,0.935,0.935,0.935,4701.0
