,precision,recall,f1-score,support
Slight,0.464,0.948,0.623,42509.0
Serious,0.836,0.246,0.38,42508.0
Fatal,0.776,0.514,0.619,42509.0
accuracy,0.569,0.569,0.569,0.569
macro avg,0.692,0.569,0.541,127526.0
weighted avg,0.692,0.569,0.541,127526.0
