,precision,recall,f1-score,support
Slight,0.787,0.774,0.781,64008.0
Serious,0.698,0.64,0.668,64007.0
Fatal,0.798,0.878,0.836,64008.0
accuracy,0.764,0.764,0.764,0.764
macro avg,0.761,0.764,0.762,192023.0
weighted avg,0.761,0.764,0.762,192023.0
