,precision,recall,f1-score,support
Slight,0.745,0.301,0.429,14476.0
Serious,0.521,0.813,0.636,14475.0
Fatal,0.886,0.918,0.901,14476.0
accuracy,0.677,0.677,0.677,0.677
macro avg,0.718,0.677,0.655,43427.0
weighted avg,0.718,0.677,0.655,43427.0
