,precision,recall,f1-score,support
Fatal,0.8,0.95,0.869,14013.0
Serious,0.731,0.244,0.365,14012.0
Slight,0.579,0.857,0.691,14013.0
accuracy,0.683,0.683,0.683,0.683
macro avg,0.703,0.683,0.642,42038.0
weighted avg,0.703,0.683,0.642,42038.0
