,precision,recall,f1-score,support
Assistance,0.841,0.882,0.861,1039.0
Slight,0.692,0.615,0.651,449.0
accuracy,0.801,0.801,0.801,0.801
macro avg,0.766,0.748,0.756,1488.0
weighted avg,0.796,0.801,0.798,1488.0
