,precision,recall,f1-score,support
Slight,0.662,0.688,0.675,42509.0
Serious,0.739,0.513,0.606,42509.0
Fatal,0.719,0.909,0.803,42508.0
accuracy,0.703,0.703,0.703,0.703
macro avg,0.706,0.703,0.694,127526.0
weighted avg,0.706,0.703,0.694,127526.0
