,precision,recall,f1-score,support
Slight,0.569,0.91,0.7,39946.0
Serious,0.713,0.346,0.466,39945.0
Fatal,0.834,0.763,0.797,39946.0
accuracy,0.673,0.673,0.673,0.673
macro avg,0.705,0.673,0.654,119837.0
weighted avg,0.705,0.673,0.654,119837.0
