,precision,recall,f1-score,support
Slight,0.948,0.313,0.471,33927.0
Serious,0.55,0.237,0.331,34034.0
Fatal,0.447,1.0,0.618,34059.0
accuracy,0.517,0.517,0.517,0.517
macro avg,0.648,0.516,0.473,102020.0
weighted avg,0.648,0.517,0.473,102020.0
