,precision,recall,f1-score,support
Assistance,0.817,0.922,0.866,1039.0
Slight,0.743,0.521,0.613,449.0
accuracy,0.801,0.801,0.801,0.801
macro avg,0.78,0.722,0.739,1488.0
weighted avg,0.794,0.801,0.79,1488.0
