,precision,recall,f1-score,support
Slight,0.789,0.562,0.657,13963.0
Serious,0.625,0.545,0.582,13962.0
Fatal,0.679,0.961,0.796,13963.0
accuracy,0.69,0.69,0.69,0.69
macro avg,0.698,0.69,0.678,41888.0
weighted avg,0.698,0.69,0.678,41888.0
