,precision,recall,f1-score,support
Serious,0.891,0.96,0.924,10518.0
Fatal,0.712,0.641,0.675,10518.0
Slight,0.739,0.755,0.747,10518.0
accuracy,0.785,0.785,0.785,0.785
macro avg,0.781,0.785,0.782,31554.0
weighted avg,0.781,0.785,0.782,31554.0
