,precision,recall,f1-score,support
Slight,0.648,0.194,0.298,33927.0
Serious,0.0,0.0,0.0,34034.0
Fatal,0.37,0.999,0.54,34059.0
accuracy,0.398,0.398,0.398,0.398
macro avg,0.34,0.398,0.28,102020.0
weighted avg,0.339,0.398,0.28,102020.0
