,precision,recall,f1-score,support
Slight,0.803,0.649,0.718,32181.0
Serious,0.614,0.694,0.652,32181.0
Fatal,0.805,0.855,0.829,32181.0
accuracy,0.733,0.733,0.733,0.733
macro avg,0.741,0.733,0.733,96543.0
weighted avg,0.741,0.733,0.733,96543.0
