,precision,recall,f1-score,support
Fatal,0.724,0.0,0.001,42637.0
Slight,0.27,0.0,0.0,42636.0
Serious,0.334,1.0,0.5,42637.0
accuracy,0.334,0.334,0.334,0.334
macro avg,0.443,0.334,0.167,127910.0
weighted avg,0.443,0.334,0.167,127910.0
