,precision,recall,f1-score,support
Slight,0.633,0.806,0.709,32124.0
Serious,0.67,0.307,0.421,32124.0
Fatal,0.733,0.929,0.819,32124.0
accuracy,0.681,0.681,0.681,0.681
macro avg,0.679,0.681,0.65,96372.0
weighted avg,0.679,0.681,0.65,96372.0
