,precision,recall,f1-score,support
Slight,0.712,0.728,0.72,13963.0
Serious,0.682,0.55,0.609,13962.0
Fatal,0.781,0.914,0.843,13963.0
accuracy,0.731,0.731,0.731,0.731
macro avg,0.725,0.731,0.724,41888.0
weighted avg,0.725,0.731,0.724,41888.0
