,precision,recall,f1-score,support
Slight,0.821,0.648,0.725,32124.0
Serious,0.596,0.803,0.684,32124.0
Fatal,0.902,0.78,0.837,32124.0
accuracy,0.744,0.744,0.744,0.744
macro avg,0.773,0.744,0.749,96372.0
weighted avg,0.773,0.744,0.749,96372.0
