,precision,recall,f1-score,support
Slight,0.852,0.899,0.875,63868.0
Serious,0.841,0.81,0.825,63868.0
Fatal,0.939,0.922,0.93,63867.0
accuracy,0.877,0.877,0.877,0.877
macro avg,0.877,0.877,0.877,191603.0
weighted avg,0.877,0.877,0.877,191603.0
