,precision,recall,f1-score,support
Slight,0.684,0.683,0.683,32090.0
Serious,0.624,0.602,0.613,32090.0
Fatal,0.834,0.864,0.848,32090.0
accuracy,0.716,0.716,0.716,0.716
macro avg,0.714,0.716,0.715,96270.0
weighted avg,0.714,0.716,0.715,96270.0
