,precision,recall,f1-score,support
Fatal,0.86,0.983,0.917,11225.0
Serious,0.517,0.858,0.645,11226.0
Slight,0.883,0.175,0.292,11226.0
accuracy,0.672,0.672,0.672,0.672
macro avg,0.754,0.672,0.618,33677.0
weighted avg,0.754,0.672,0.618,33677.0
