,precision,recall,f1-score,support
Fatal,0.895,0.877,0.886,14013.0
Serious,0.653,0.732,0.69,14012.0
Slight,0.757,0.68,0.716,14013.0
accuracy,0.763,0.763,0.763,0.763
macro avg,0.768,0.763,0.764,42038.0
weighted avg,0.768,0.763,0.764,42038.0
