,precision,recall,f1-score,support
Slight,0.623,0.733,0.673,33927.0
Serious,0.615,0.751,0.676,34034.0
Fatal,0.853,0.515,0.642,34059.0
accuracy,0.666,0.666,0.666,0.666
macro avg,0.697,0.666,0.664,102020.0
weighted avg,0.697,0.666,0.664,102020.0
