,precision,recall,f1-score,support
Slight,0.809,0.687,0.743,33927.0
Serious,0.727,0.629,0.674,34034.0
Fatal,0.74,0.951,0.832,34059.0
accuracy,0.756,0.756,0.756,0.756
macro avg,0.759,0.755,0.75,102020.0
weighted avg,0.758,0.756,0.75,102020.0
