,precision,recall,f1-score,support
Assistance,0.657,0.445,0.531,1863.0
Slight,0.58,0.768,0.661,1863.0
accuracy,0.606,0.606,0.606,0.606
macro avg,0.619,0.606,0.596,3726.0
weighted avg,0.619,0.606,0.596,3726.0
