,precision,recall,f1-score,support
Fatal,0.893,0.992,0.94,11225.0
Serious,0.735,0.749,0.742,11226.0
Slight,0.802,0.699,0.747,11226.0
accuracy,0.813,0.813,0.813,0.813
macro avg,0.81,0.813,0.809,33677.0
weighted avg,0.81,0.813,0.809,33677.0
