,precision,recall,f1-score,support
Fatal,0.879,0.993,0.933,11225.0
Serious,0.726,0.728,0.727,11226.0
Slight,0.786,0.682,0.73,11226.0
accuracy,0.801,0.801,0.801,0.801
macro avg,0.797,0.801,0.797,33677.0
weighted avg,0.797,0.801,0.797,33677.0
