,precision,recall,f1-score,support
Serious,0.883,0.992,0.935,10518.0
Fatal,0.728,0.747,0.737,10518.0
Slight,0.803,0.682,0.737,10518.0
accuracy,0.807,0.807,0.807,0.807
macro avg,0.804,0.807,0.803,31554.0
weighted avg,0.804,0.807,0.803,31554.0
