,precision,recall,f1-score,support
Assistance,0.685,0.528,0.596,1789.0
Slight,0.616,0.758,0.68,1790.0
accuracy,0.643,0.643,0.643,0.643
macro avg,0.651,0.643,0.638,3579.0
weighted avg,0.651,0.643,0.638,3579.0
